condition,aurora,mmtsflib,tats
C1_original,8.552879142212785,13.794802962629884,13.307416224392291
C2_empty,8.554897212319904,14.135086920238848,17.440207722119666
C3_shuffled,8.553203240778574,13.798553131572488,13.307776583263788
C4_crossdomain,8.552372352202871,13.794288798758506,13.30776114312265
C5_constant,8.55548635314874,14.13747036262174,17.439836628165924
C6_unimodal,8.552879142212785,14.037970066665569,14.004262132647758
C7_null,,,
C8_oracle,8.554927944930064,13.802744044761322,13.307538231317368
C9_zero_priors,8.552879142212785,14.13188871226768,17.440265241337734
